id,trial,repeats,target_coq_file,project,success,outcome,outcome_detail,post_copy_make_ok,theorem_baseline_ok,theorem_modified,post_make_note,elapsed_seconds,agent_run_seconds,tokens_prompt,tokens_prompt_cache_hit,tokens_prompt_cache_miss,tokens_completion,tokens_total
4858,8,10,backend/ValueAnalysis.v,compcert,1,success,,1,1,0,,439,317,1563139,1533568,29571,25149,1588288
4858,9,10,backend/ValueAnalysis.v,compcert,1,success,,1,1,0,,383,262,1124503,1095296,29207,22584,1147087
4858,10,10,backend/ValueAnalysis.v,compcert,1,success,,1,1,0,,380,258,906010,889344,16666,23547,929557
4996,1,10,theories/dedekind.v,fourcolor,1,success,,1,1,0,,44,33,34073,31616,2457,1352,35425
4996,2,10,theories/dedekind.v,fourcolor,1,success,,1,1,0,,33,21,32181,29312,2869,921,33102
4996,3,10,theories/dedekind.v,fourcolor,1,success,,1,1,0,,27,16,20698,18688,2010,462,21160
4996,4,10,theories/dedekind.v,fourcolor,1,success,,1,1,0,,34,22,27411,24832,2579,1108,28519
4996,5,10,theories/dedekind.v,fourcolor,1,success,,1,1,0,,33,21,23142,20352,2790,835,23977
4996,6,10,theories/dedekind.v,fourcolor,1,success,,1,1,0,,34,21,27725,24448,3277,1133,28858
4996,7,10,theories/dedekind.v,fourcolor,1,success,,1,1,0,,33,21,35464,32256,3208,835,36299
4996,8,10,theories/dedekind.v,fourcolor,1,success,,1,1,0,,42,29,37249,33792,3457,1074,38323
4996,9,10,theories/dedekind.v,fourcolor,1,success,,1,1,0,,33,21,28759,25856,2903,1064,29823
4996,10,10,theories/dedekind.v,fourcolor,1,success,,1,1,0,,34,21,34693,31744,2949,948,35641
5103,1,10,cfrontend/Cminorgenproof.v,compcert,1,success,,1,1,0,,212,133,265321,255232,10089,8303,273624
5103,2,10,cfrontend/Cminorgenproof.v,compcert,1,success,,1,1,0,,281,202,513963,497024,16939,13770,527733
5103,3,10,cfrontend/Cminorgenproof.v,compcert,1,success,,1,1,0,,208,130,265622,255488,10134,8977,274599
5103,4,10,cfrontend/Cminorgenproof.v,compcert,1,success,,1,1,0,,218,139,341935,325760,16175,9741,351676
5103,5,10,cfrontend/Cminorgenproof.v,compcert,1,success,,1,1,0,,260,181,230173,221440,8733,13192,243365
5103,6,10,cfrontend/Cminorgenproof.v,compcert,1,success,,1,1,0,,250,173,213953,205824,8129,13850,227803
5103,7,10,cfrontend/Cminorgenproof.v,compcert,1,success,,1,1,0,,320,242,525824,509824,16000,18723,544547
5103,8,10,cfrontend/Cminorgenproof.v,compcert,1,success,,1,1,0,,362,284,897625,878080,19545,23484,921109
5103,9,10,cfrontend/Cminorgenproof.v,compcert,1,success,,1,1,0,,282,204,344460,336128,8332,16532,360992
5103,10,10,cfrontend/Cminorgenproof.v,compcert,1,success,,1,1,0,,277,199,342278,331392,10886,13788,356066
5120,1,10,theories/cfcolor.v,fourcolor,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1823,1800,30318616,30211072,107544,152202,30470818
5120,2,10,theories/cfcolor.v,fourcolor,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1823,1800,21401656,21318656,83000,184086,21585742
5120,3,10,theories/cfcolor.v,fourcolor,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1823,1800,12847732,12798720,49012,147929,12995661
5120,4,10,theories/cfcolor.v,fourcolor,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1823,1800,32149575,32029184,120391,160630,32310205
5120,5,10,theories/cfcolor.v,fourcolor,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1823,1800,17941745,17876992,64753,192778,18134523
5120,6,10,theories/cfcolor.v,fourcolor,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1823,1800,24215674,24119936,95738,167124,24382798
5120,7,10,theories/cfcolor.v,fourcolor,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1823,1800,24486972,24382848,104124,172305,24659277
5120,8,10,theories/cfcolor.v,fourcolor,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1823,1800,29370549,29223040,147509,162424,29532973
5120,9,10,theories/cfcolor.v,fourcolor,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1823,1800,20972743,20866304,106439,188363,21161106
5120,10,10,theories/cfcolor.v,fourcolor,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1823,1800,22533541,22439168,94373,169412,22702953
5156,1,10,flocq/Core/Ulp.v,compcert,1,success,,1,1,0,,268,250,1336231,1307008,29223,23564,1359795
5156,2,10,flocq/Core/Ulp.v,compcert,1,success,,1,1,0,,194,176,662916,637056,25860,17488,680404
5156,3,10,flocq/Core/Ulp.v,compcert,1,success,,1,1,0,,298,280,1129409,1103360,26049,25555,1154964
5156,4,10,flocq/Core/Ulp.v,compcert,1,success,,1,1,0,,332,314,2148252,2117248,31004,24145,2172397
5156,5,10,flocq/Core/Ulp.v,compcert,1,success,,1,1,0,,511,493,1912761,1879424,33337,45519,1958280
5156,6,10,flocq/Core/Ulp.v,compcert,1,success,,1,1,0,,408,390,2964815,2919552,45263,33847,2998662
5156,7,10,flocq/Core/Ulp.v,compcert,1,success,,1,1,0,,706,688,5136937,5076224,60713,65089,5202026
5156,8,10,flocq/Core/Ulp.v,compcert,1,success,,1,1,0,,419,400,2371822,2336256,35566,35424,2407246
5156,9,10,flocq/Core/Ulp.v,compcert,1,success,,1,1,0,,549,531,3720340,3675264,45076,50265,3770605
5156,10,10,flocq/Core/Ulp.v,compcert,1,success,,1,1,0,,465,447,2475938,2427648,48290,36218,2512156
5161,1,10,src/DeBruijn.v,dblib,1,success,,1,1,0,,28,18,35250,32256,2994,1262,36512
5161,2,10,src/DeBruijn.v,dblib,1,success,,1,1,0,,34,24,91727,83840,7887,1682,93409
5161,3,10,src/DeBruijn.v,dblib,1,success,,1,1,0,,38,27,68185,61696,6489,2280,70465
5161,4,10,src/DeBruijn.v,dblib,1,success,,1,1,0,,38,28,63159,56832,6327,1951,65110
5161,5,10,src/DeBruijn.v,dblib,1,success,,1,1,0,,35,26,99403,91520,7883,1813,101216
5161,6,10,src/DeBruijn.v,dblib,1,success,,1,1,0,,50,39,148571,138240,10331,2507,151078
5161,7,10,src/DeBruijn.v,dblib,1,success,,1,1,0,,35,25,80170,72704,7466,1333,81503
5161,8,10,src/DeBruijn.v,dblib,1,success,,1,1,0,,30,19,25824,23936,1888,1072,26896
5161,9,10,src/DeBruijn.v,dblib,1,success,,1,1,0,,36,26,63490,58112,5378,1521,65011
5161,10,10,src/DeBruijn.v,dblib,1,success,,1,1,0,,42,31,64947,60672,4275,2316,67263
5173,1,10,theories/Monomials.v,buchberger,1,success,,1,1,0,,218,208,293520,282240,11280,20929,314449
5173,2,10,theories/Monomials.v,buchberger,1,success,,1,1,0,,436,426,1392134,1363456,28678,45197,1437331
5173,3,10,theories/Monomials.v,buchberger,1,success,,1,1,0,,606,597,2606503,2578432,28071,65002,2671505
5173,4,10,theories/Monomials.v,buchberger,1,success,,1,1,0,,634,623,3711755,3666304,45451,61313,3773068
5173,5,10,theories/Monomials.v,buchberger,1,success,,1,1,0,,250,240,520670,498304,22366,24207,544877
5173,6,10,theories/Monomials.v,buchberger,1,success,,1,1,0,,536,527,1148236,1127680,20556,57286,1205522
5173,7,10,theories/Monomials.v,buchberger,1,success,,1,1,0,,641,631,1982576,1954816,27760,66597,2049173
5173,8,10,theories/Monomials.v,buchberger,1,success,,1,1,0,,491,482,915166,891904,23262,55060,970226
5173,9,10,theories/Monomials.v,buchberger,1,success,,1,1,0,,250,240,493778,479232,14546,26337,520115
5173,10,10,theories/Monomials.v,buchberger,1,success,,1,1,0,,406,397,1279372,1255680,23692,40175,1319547
5187,1,10,lib/Coqlib.v,compcert,1,success,,1,1,0,,23,13,16929,16256,673,613,17542
5187,2,10,lib/Coqlib.v,compcert,1,success,,1,1,0,,23,13,17009,15744,1265,660,17669
5187,3,10,lib/Coqlib.v,compcert,1,success,,1,1,0,,53,42,37918,36224,1694,3153,41071
5187,4,10,lib/Coqlib.v,compcert,1,success,,1,1,0,,23,12,16656,15872,784,638,17294
5187,5,10,lib/Coqlib.v,compcert,1,success,,1,1,0,,30,20,18302,17792,510,1397,19699
5187,6,10,lib/Coqlib.v,compcert,1,success,,1,1,0,,24,14,16872,15616,1256,696,17568
5187,7,10,lib/Coqlib.v,compcert,1,success,,1,1,0,,25,14,17251,16384,867,764,18015
5187,8,10,lib/Coqlib.v,compcert,1,success,,1,1,0,,30,19,26286,24832,1454,986,27272
5187,9,10,lib/Coqlib.v,compcert,1,success,,1,1,0,,23,13,18219,17408,811,906,19125
5187,10,10,lib/Coqlib.v,compcert,1,success,,1,1,0,,55,44,43009,40448,2561,3443,46452
5223,1,10,theory/int_abs.v,math-classes,1,success,,1,1,0,,106,55,76128,72704,3424,4912,81040
5223,2,10,theory/int_abs.v,math-classes,1,success,,1,1,0,,102,51,84550,80384,4166,3952,88502
5223,3,10,theory/int_abs.v,math-classes,1,success,,1,1,0,,101,51,70439,67328,3111,4442,74881
5223,4,10,theory/int_abs.v,math-classes,1,success,,1,1,0,,93,42,44944,42240,2704,3729,48673
5223,5,10,theory/int_abs.v,math-classes,1,success,,1,1,0,,94,43,77552,72960,4592,3339,80891
5223,6,10,theory/int_abs.v,math-classes,1,success,,1,1,0,,101,50,69899,66304,3595,4319,74218
5223,7,10,theory/int_abs.v,math-classes,1,success,,1,1,0,,86,36,60615,58496,2119,2372,62987
5223,8,10,theory/int_abs.v,math-classes,1,success,,1,1,0,,97,46,81560,76672,4888,3365,84925
5223,9,10,theory/int_abs.v,math-classes,1,success,,1,1,0,,124,73,115762,110976,4786,6272,122034
5223,10,10,theory/int_abs.v,math-classes,1,success,,1,1,0,,99,49,103005,98176,4829,3498,106503
5315,1,10,theories/Data/Map/FMapPositive.v,ext-lib,1,success,,1,1,0,,667,650,2246259,2223616,22643,66436,2312695
5315,2,10,theories/Data/Map/FMapPositive.v,ext-lib,1,success,,1,1,0,,358,341,709719,696832,12887,31266,740985
5315,3,10,theories/Data/Map/FMapPositive.v,ext-lib,1,success,,1,1,0,,89,72,72604,68096,4508,6612,79216
5315,4,10,theories/Data/Map/FMapPositive.v,ext-lib,1,success,,1,1,0,,136,120,132075,126080,5995,11411,143486
5315,5,10,theories/Data/Map/FMapPositive.v,ext-lib,1,success,,1,1,0,,553,536,1659504,1641984,17520,54204,1713708
5315,6,10,theories/Data/Map/FMapPositive.v,ext-lib,1,success,,1,1,0,,81,64,74206,70144,4062,6056,80262
5315,7,10,theories/Data/Map/FMapPositive.v,ext-lib,1,success,,1,1,0,,78,61,53472,46336,7136,5507,58979
5315,8,10,theories/Data/Map/FMapPositive.v,ext-lib,1,success,,1,1,0,,144,128,195701,188544,7157,12019,207720
5315,9,10,theories/Data/Map/FMapPositive.v,ext-lib,1,success,,1,1,0,,709,692,2340310,2313472,26838,72898,2413208
5315,10,10,theories/Data/Map/FMapPositive.v,ext-lib,1,success,,1,1,0,,629,611,2126529,2104832,21697,64924,2191453
5577,1,10,theory/CoqStreams.v,math-classes,1,success,,1,1,0,,38,29,38922,37120,1802,2136,41058
5577,2,10,theory/CoqStreams.v,math-classes,1,success,,1,1,0,,40,30,33307,30464,2843,2296,35603
5577,3,10,theory/CoqStreams.v,math-classes,1,success,,1,1,0,,43,34,51479,48640,2839,2315,53794
5577,4,10,theory/CoqStreams.v,math-classes,1,success,,1,1,0,,31,21,25959,24704,1255,1800,27759
5577,5,10,theory/CoqStreams.v,math-classes,1,success,,1,1,0,,34,24,36291,34816,1475,1912,38203
5577,6,10,theory/CoqStreams.v,math-classes,1,success,,1,1,0,,39,29,39003,37888,1115,2379,41382
5577,7,10,theory/CoqStreams.v,math-classes,1,success,,1,1,0,,40,31,40827,39168,1659,2559,43386
5577,8,10,theory/CoqStreams.v,math-classes,1,success,,1,1,0,,39,29,43507,41984,1523,1919,45426
5577,9,10,theory/CoqStreams.v,math-classes,1,success,,1,1,0,,38,28,44321,42368,1953,2039,46360
5577,10,10,theory/CoqStreams.v,math-classes,1,success,,1,1,0,,28,19,30266,28928,1338,1129,31395
5836,1,10,backend/SplitLongproof.v,compcert,1,success,,1,1,0,,328,233,946680,932736,13944,19422,966102
5836,2,10,backend/SplitLongproof.v,compcert,1,success,,1,1,0,,209,115,227508,216448,11060,9487,236995
5836,3,10,backend/SplitLongproof.v,compcert,1,success,,1,1,0,,226,133,342741,332288,10453,10609,353350
5836,4,10,backend/SplitLongproof.v,compcert,1,success,,1,1,0,,278,184,480934,465536,15398,16403,497337
5836,5,10,backend/SplitLongproof.v,compcert,1,success,,1,1,0,,288,193,670209,656896,13313,17270,687479
5836,6,10,backend/SplitLongproof.v,compcert,1,success,,1,1,0,,312,217,706743,691584,15159,18149,724892
5836,7,10,backend/SplitLongproof.v,compcert,1,success,,1,1,0,,292,198,649185,636416,12769,17800,666985
5836,8,10,backend/SplitLongproof.v,compcert,1,success,,1,1,0,,356,262,1284032,1261568,22464,20665,1304697
5836,9,10,backend/SplitLongproof.v,compcert,1,success,,1,1,0,,282,188,543488,527744,15744,17407,560895
5836,10,10,backend/SplitLongproof.v,compcert,1,success,,1,1,0,,333,239,748609,728192,20417,23239,771848
5869,1,10,theories/languages.v,reglang,1,success,,1,1,0,,41,28,29123,26368,2755,1686,30809
5869,2,10,theories/languages.v,reglang,1,success,,1,1,0,,36,23,28304,25344,2960,1403,29707
5869,3,10,theories/languages.v,reglang,1,success,,1,1,0,,31,18,21692,19328,2364,791,22483
5869,4,10,theories/languages.v,reglang,1,success,,1,1,0,,36,23,23456,21248,2208,1433,24889
5869,5,10,theories/languages.v,reglang,1,success,,1,1,0,,32,19,21874,19840,2034,927,22801
5869,6,10,theories/languages.v,reglang,1,success,,1,1,0,,32,19,26167,23936,2231,930,27097
5869,7,10,theories/languages.v,reglang,1,success,,1,1,0,,35,23,22462,20352,2110,1310,23772
5869,8,10,theories/languages.v,reglang,1,success,,1,1,0,,36,23,28210,26112,2098,1320,29530
5869,9,10,theories/languages.v,reglang,1,success,,1,1,0,,30,18,20925,18816,2109,763,21688
5869,10,10,theories/languages.v,reglang,1,success,,1,1,0,,31,18,21846,19840,2006,868,22714
5918,1,10,theories/Pspoly.v,buchberger,1,success,,1,1,0,,1253,1230,24094899,23902464,192435,112222,24207121
5918,2,10,theories/Pspoly.v,buchberger,0,verify_make_failed,rc=2,1,1,0,,1188,,11061910,10960000,101910,124102,11186012
5918,3,10,theories/Pspoly.v,buchberger,0,verify_make_failed,rc=2,1,1,0,,1013,,22268618,22111744,156874,90647,22359265
5918,4,10,theories/Pspoly.v,buchberger,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1815,1800,15625824,15531648,94176,193713,15819537
5918,5,10,theories/Pspoly.v,buchberger,1,success,,1,1,0,,1479,1457,39480045,39250688,229357,120607,39600652
5918,6,10,theories/Pspoly.v,buchberger,0,verify_make_failed,rc=2,1,1,0,,1335,,12422747,12332928,89819,150423,12573170
5918,7,10,theories/Pspoly.v,buchberger,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1814,1800,43485770,43274240,211530,148392,43634162
5918,8,10,theories/Pspoly.v,buchberger,0,verify_make_failed,rc=2,1,1,0,,1168,,15960119,15846784,113335,120786,16080905
5918,9,10,theories/Pspoly.v,buchberger,0,verify_make_failed,rc=2,1,1,0,,1534,,29157374,28991488,165886,149683,29307057
5918,10,10,theories/Pspoly.v,buchberger,0,agent_timeout,run_timed_out=0 run_rc=124,1,1,0,,1814,1800,50529172,50270080,259092,146347,50675519
5965,1,10,backend/Kildall.v,compcert,1,success,,1,1,0,,944,884,4408495,4379392,29103,78571,4487066
5965,2,10,backend/Kildall.v,compcert,1,success,,1,1,0,,414,354,526262,513280,12982,32901,559163
5965,3,10,backend/Kildall.v,compcert,1,success,,1,1,0,,375,314,791804,777600,14204,29718,821522
5965,4,10,backend/Kildall.v,compcert,1,success,,1,1,0,,417,357,610004,587520,22484,34107,644111
5965,5,10,backend/Kildall.v,compcert,1,success,,1,1,0,,281,221,429690,418176,11514,20848,450538
5965,6,10,backend/Kildall.v,compcert,1,success,,1,1,0,,458,399,1525198,1502464,22734,32560,1557758
5965,7,10,backend/Kildall.v,compcert,1,success,,1,1,0,,235,176,367153,355200,11953,14673,381826
5965,8,10,backend/Kildall.v,compcert,1,success,,1,1,0,,310,250,290393,279296,11097,24026,314419
5965,9,10,backend/Kildall.v,compcert,1,success,,1,1,0,,279,219,482449,467712,14737,18752,501201
5965,10,10,backend/Kildall.v,compcert,1,success,,1,1,0,,389,329,857199,840320,16879,27724,884923
5983,1,10,common/Events.v,compcert,1,success,,1,1,0,,514,449,1600778,1574912,25866,40477,1641255
5983,2,10,common/Events.v,compcert,1,success,,1,1,0,,533,468,3444146,3394688,49458,39465,3483611
5983,3,10,common/Events.v,compcert,1,success,,1,1,0,,1050,986,4418263,4379520,38743,93779,4512042
5983,4,10,common/Events.v,compcert,1,success,,1,1,0,,463,399,1727468,1704960,22508,34845,1762313
5983,5,10,common/Events.v,compcert,1,success,,1,1,0,,585,521,3650223,3595648,54575,44683,3694906
5983,6,10,common/Events.v,compcert,1,success,,1,1,0,,608,543,2885281,2853760,31521,48397,2933678
5983,7,10,common/Events.v,compcert,1,success,,1,1,0,,583,517,3421706,3378688,43018,46711,3468417
5983,8,10,common/Events.v,compcert,1,success,,1,1,0,,464,399,1287537,1262720,24817,38640,1326177
5983,9,10,common/Events.v,compcert,1,success,,1,1,0,,561,496,2496315,2462848,33467,47703,2544018
5983,10,10,common/Events.v,compcert,1,success,,1,1,0,,779,714,3347534,3305984,41550,68940,3416474
6012,1,10,backend/Selectionproof.v,compcert,1,success,,1,1,0,,303,190,838031,820096,17935,15119,853150
6012,2,10,backend/Selectionproof.v,compcert,1,success,,1,1,0,,308,196,983211,960128,23083,14071,997282
6012,3,10,backend/Selectionproof.v,compcert,1,success,,1,1,0,,342,230,833572,815616,17956,17942,851514
6012,4,10,backend/Selectionproof.v,compcert,1,success,,1,1,0,,232,118,432751,419840,12911,9241,441992
6012,5,10,backend/Selectionproof.v,compcert,1,success,,1,1,0,,386,275,2183633,2140672,42961,21276,2204909
6012,6,10,backend/Selectionproof.v,compcert,1,success,,1,1,0,,350,240,1911626,1879424,32202,19668,1931294
6012,7,10,backend/Selectionproof.v,compcert,1,success,,1,1,0,,499,388,2118649,2088320,30329,30481,2149130
6012,8,10,backend/Selectionproof.v,compcert,1,success,,1,1,0,,264,152,647694,635520,12174,10799,658493
6012,9,10,backend/Selectionproof.v,compcert,1,success,,1,1,0,,294,182,871411,852224,19187,15065,886476
6012,10,10,backend/Selectionproof.v,compcert,1,success,,1,1,0,,360,247,1483990,1460480,23510,19939,1503929
6114,1,10,lib/Integers.v,compcert,1,success,,1,1,0,,108,68,147400,139008,8392,4755,152155
6114,2,10,lib/Integers.v,compcert,1,success,,1,1,0,,99,61,111863,105472,6391,4654,116517
6114,3,10,lib/Integers.v,compcert,1,success,,1,1,0,,176,139,251880,244736,7144,8176,260056
6114,4,10,lib/Integers.v,compcert,1,success,,1,1,0,,83,45,89142,83584,5558,2654,91796
6114,5,10,lib/Integers.v,compcert,1,success,,1,1,0,,99,61,98142,91648,6494,4682,102824
6114,6,10,lib/Integers.v,compcert,1,success,,1,1,0,,98,59,133268,122496,10772,4477,137745
6114,7,10,lib/Integers.v,compcert,1,success,,1,1,0,,104,66,72704,67456,5248,4880,77584
6114,8,10,lib/Integers.v,compcert,1,success,,1,1,0,,153,115,277421,265472,11949,10404,287825
6114,9,10,lib/Integers.v,compcert,1,success,,1,1,0,,102,63,162567,153344,9223,4523,167090
6114,10,10,lib/Integers.v,compcert,1,success,,1,1,0,,115,77,166379,156288,10091,6007,172386
6183,1,10,lib/Parmov.v,compcert,1,success,,1,1,0,,120,107,310886,295936,14950,10591,321477
6183,2,10,lib/Parmov.v,compcert,1,success,,1,1,0,,41,28,33519,29824,3695,2153,35672
6183,3,10,lib/Parmov.v,compcert,1,success,,1,1,0,,221,208,456447,443008,13439,19847,476294
6183,4,10,lib/Parmov.v,compcert,1,success,,1,1,0,,489,476,1316334,1295616,20718,46784,1363118
6183,5,10,lib/Parmov.v,compcert,1,success,,1,1,0,,157,144,248232,239360,8872,13691,261923
6183,6,10,lib/Parmov.v,compcert,1,success,,1,1,0,,1297,1284,9824026,9765376,58650,106992,9931018
6183,7,10,lib/Parmov.v,compcert,1,success,,1,1,0,,88,74,182953,170752,12201,5830,188783
6183,8,10,lib/Parmov.v,compcert,1,success,,1,1,0,,72,59,57264,52480,4784,4926,62190
6183,9,10,lib/Parmov.v,compcert,1,success,,1,1,0,,68,56,105928,97792,8136,3866,109794
6183,10,10,lib/Parmov.v,compcert,1,success,,1,1,0,,171,159,283370,271488,11882,14903,298273
6371,1,10,flocq/Prop/Plus_error.v,compcert,1,success,,1,1,0,,85,61,125653,119424,6229,5097,130750
6371,2,10,flocq/Prop/Plus_error.v,compcert,1,success,,1,1,0,,150,127,350066,339712,10354,10933,360999
6371,3,10,flocq/Prop/Plus_error.v,compcert,1,success,,1,1,0,,173,150,493363,478976,14387,13911,507274
6371,4,10,flocq/Prop/Plus_error.v,compcert,1,success,,1,1,0,,171,147,826912,808192,18720,13047,839959
6371,5,10,flocq/Prop/Plus_error.v,compcert,1,success,,1,1,0,,168,145,731309,716416,14893,12392,743701
6371,6,10,flocq/Prop/Plus_error.v,compcert,1,success,,1,1,0,,192,168,661004,644992,16012,14428,675432
6371,7,10,flocq/Prop/Plus_error.v,compcert,1,success,,1,1,0,,158,134,701027,672768,28259,11043,712070
6371,8,10,flocq/Prop/Plus_error.v,compcert,1,success,,1,1,0,,87,63,195426,186496,8930,4798,200224
6371,9,10,flocq/Prop/Plus_error.v,compcert,1,success,,1,1,0,,202,179,638316,626304,12012,15102,653418
6371,10,10,flocq/Prop/Plus_error.v,compcert,1,success,,1,1,0,,153,130,397383,384000,13383,11077,408460
6486,1,10,backend/ValueDomain.v,compcert,1,success,,1,1,0,,301,202,304463,293376,11087,10572,315035
6486,2,10,backend/ValueDomain.v,compcert,1,success,,1,1,0,,353,255,434597,423552,11045,13060,447657
6486,3,10,backend/ValueDomain.v,compcert,1,success,,1,1,0,,419,322,418197,404224,13973,13843,432040
6486,4,10,backend/ValueDomain.v,compcert,1,success,,1,1,0,,345,247,404065,393472,10593,10365,414430
6486,5,10,backend/ValueDomain.v,compcert,1,success,,1,1,0,,312,212,438312,423296,15016,14089,452401
6486,6,10,backend/ValueDomain.v,compcert,1,success,,1,1,0,,579,479,807157,793600,13557,26099,833256
6486,7,10,backend/ValueDomain.v,compcert,1,success,,1,1,0,,320,221,307021,288640,18381,11108,318129
6486,8,10,backend/ValueDomain.v,compcert,1,success,,1,1,0,,549,450,800254,784768,15486,23573,823827
6486,9,10,backend/ValueDomain.v,compcert,1,success,,1,1,0,,427,329,638308,620672,17636,12736,651044
6486,10,10,backend/ValueDomain.v,compcert,1,success,,1,1,0,,334,235,699940,682240,17700,14503,714443
6704,1,10,flocq/IEEE754/BinarySingleNaN.v,compcert,1,success,,1,1,0,,51,23,22796,22016,780,1119,23915
6704,2,10,flocq/IEEE754/BinarySingleNaN.v,compcert,1,success,,1,1,0,,50,22,22370,21632,738,953,23323
6704,3,10,flocq/IEEE754/BinarySingleNaN.v,compcert,1,success,,1,1,0,,61,33,26736,25856,880,2359,29095
6704,4,10,flocq/IEEE754/BinarySingleNaN.v,compcert,1,success,,1,1,0,,60,33,30783,28032,2751,2142,32925
6704,5,10,flocq/IEEE754/BinarySingleNaN.v,compcert,1,success,,1,1,0,,65,38,40504,37504,3000,2867,43371
6704,6,10,flocq/IEEE754/BinarySingleNaN.v,compcert,1,success,,1,1,0,,63,36,42429,40576,1853,2339,44768
6704,7,10,flocq/IEEE754/BinarySingleNaN.v,compcert,1,success,,1,1,0,,52,25,23947,23040,907,1457,25404
6704,8,10,flocq/IEEE754/BinarySingleNaN.v,compcert,1,success,,1,1,0,,54,25,23367,22400,967,1388,24755
6704,9,10,flocq/IEEE754/BinarySingleNaN.v,compcert,1,success,,1,1,0,,53,25,24605,23680,925,1503,26108
6704,10,10,flocq/IEEE754/BinarySingleNaN.v,compcert,1,success,,1,1,0,,65,38,52118,50432,1686,2154,54272
6706,1,10,Plump.v,zfc,1,success,,1,1,0,,90,79,200792,189824,10968,7269,208061
6706,2,10,Plump.v,zfc,1,success,,1,1,0,,89,78,236131,224896,11235,7016,243147
6706,3,10,Plump.v,zfc,1,success,,1,1,0,,75,63,150719,139648,11071,6562,157281
6706,4,10,Plump.v,zfc,1,success,,1,1,0,,75,64,216446,203520,12926,5925,222371
6706,5,10,Plump.v,zfc,1,success,,1,1,0,,75,64,149252,139136,10116,6352,155604
6706,6,10,Plump.v,zfc,1,success,,1,1,0,,99,88,279354,267264,12090,8561,287915
6706,7,10,Plump.v,zfc,1,success,,1,1,0,,80,69,190554,179200,11354,6868,197422
6706,8,10,Plump.v,zfc,1,success,,1,1,0,,74,63,124576,114688,9888,6637,131213
6706,9,10,Plump.v,zfc,1,success,,1,1,0,,101,90,232797,221952,10845,9579,242376
6706,10,10,Plump.v,zfc,1,success,,1,1,0,,87,76,166293,157696,8597,7907,174200
6849,1,10,theories/regexp.v,reglang,1,success,,1,1,0,,295,274,630488,616960,13528,25541,656029
6849,2,10,theories/regexp.v,reglang,1,success,,1,1,0,,425,405,943762,928640,15122,37919,981681
6849,3,10,theories/regexp.v,reglang,1,success,,1,1,0,,79,59,47288,44800,2488,5445,52733
6849,4,10,theories/regexp.v,reglang,1,success,,1,1,0,,343,323,430817,425088,5729,32624,463441
6849,5,10,theories/regexp.v,reglang,1,success,,1,1,0,,1384,1364,6901006,6860416,40590,136567,7037573
6849,6,10,theories/regexp.v,reglang,1,success,,1,1,0,,310,290,583089,575232,7857,25269,608358
6849,7,10,theories/regexp.v,reglang,1,success,,1,1,0,,178,157,244174,235392,8782,11355,255529
6849,8,10,theories/regexp.v,reglang,1,success,,1,1,0,,372,352,1057141,1038720,18421,28648,1085789
6849,9,10,theories/regexp.v,reglang,1,success,,1,1,0,,231,212,228715,219904,8811,17599,246314
6849,10,10,theories/regexp.v,reglang,1,success,,1,1,0,,145,125,144484,137728,6756,8590,153074
6888,1,10,x86/Asmgenproof.v,compcert,1,success,,1,1,0,,162,58,97991,89856,8135,3554,101545
6888,2,10,x86/Asmgenproof.v,compcert,1,success,,1,1,0,,158,55,67002,60160,6842,3787,70789
6888,3,10,x86/Asmgenproof.v,compcert,1,success,,1,1,0,,164,60,54845,50816,4029,3998,58843
6888,4,10,x86/Asmgenproof.v,compcert,1,success,,1,1,0,,176,73,126528,118016,8512,5223,131751
6888,5,10,x86/Asmgenproof.v,compcert,1,success,,1,1,0,,165,62,139272,132864,6408,4089,143361
6888,6,10,x86/Asmgenproof.v,compcert,1,success,,1,1,0,,176,71,91817,85632,6185,5316,97133
6888,7,10,x86/Asmgenproof.v,compcert,1,success,,1,1,0,,164,60,86386,80512,5874,3853,90239
6888,8,10,x86/Asmgenproof.v,compcert,1,success,,1,1,0,,158,54,69811,64384,5427,3436,73247
6888,9,10,x86/Asmgenproof.v,compcert,1,success,,1,1,0,,188,83,123849,117376,6473,6109,129958
6888,10,10,x86/Asmgenproof.v,compcert,1,success,,1,1,0,,167,62,101315,93056,8259,4658,105973
6974,1,10,theories/cfmap.v,fourcolor,1,success,,1,1,0,,595,572,3196196,3168128,28068,49709,3245905
6974,2,10,theories/cfmap.v,fourcolor,1,success,,1,1,0,,122,99,593085,569600,23485,8698,601783
6974,3,10,theories/cfmap.v,fourcolor,1,success,,1,1,0,,322,300,1770899,1745152,25747,25976,1796875
